@relation 'ECT_HW8_107403020_CNN-weka.filters.unsupervised.attribute.NominalToString-Clast-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-R2,1'

@attribute apk string
@attribute Class {0,1}

@data
permision669.png,0
permision680.png,0
permision691.png,0
permision692.png,0
permision696.png,0
permision698.png,0
permision708.png,0
permision711.png,0
permision713.png,0
permision721.png,0
permision727.png,0
permision730.png,0
permision734.png,0
permision740.png,0
permision741.png,0
permision743.png,0
permision748.png,0
permision750.png,0
permision751.png,0
permision752.png,0
permision758.png,0
permision760.png,0
permision762.png,0
permision763.png,0
permision772.png,0
permision773.png,0
permision775.png,0
permision776.png,0
permision778.png,0
permision780.png,0
permision782.png,0
permision783.png,0
permision786.png,0
permision788.png,0
permision789.png,0
permision790.png,0
permision791.png,0
permision793.png,0
permision795.png,0
permision796.png,0
permision803.png,0
permision804.png,0
permision806.png,0
permision807.png,0
permision809.png,0
permision813.png,0
permision815.png,0
permision820.png,0
permision821.png,0
permision822.png,0
permision824.png,0
permision825.png,0
permision826.png,0
permision833.png,0
permision835.png,0
permision839.png,0
permision843.png,0
permision847.png,0
permision848.png,0
permision861.png,0
permision862.png,0
permision863.png,0
permision865.png,0
permision867.png,0
permision869.png,0
permision870.png,0
permision873.png,0
permision881.png,0
permision882.png,0
permision883.png,0
permision885.png,0
permision888.png,0
permision890.png,0
permision891.png,0
permision893.png,0
permision895.png,0
permision899.png,0
permision900.png,0
permision901.png,0
permision904.png,0
permision907.png,0
permision912.png,0
permision913.png,0
permision919.png,0
permision929.png,0
permision931.png,0
permision932.png,0
permision935.png,0
permision936.png,0
permision939.png,0
permision945.png,0
permision946.png,0
permision947.png,0
permision948.png,0
permision952.png,0
permision953.png,0
permision957.png,0
permision962.png,0
permision966.png,0
permision980.png,0
permision983.png,0
permision984.png,0
permision985.png,0
permision991.png,0
permision995.png,0
permision997.png,0
permision998.png,0
permision999.png,0
permision1001.png,0
permision1003.png,0
permision1004.png,0
permision1006.png,0
permision1009.png,0
permision1014.png,0
permision1015.png,0
permision1016.png,0
permision1018.png,0
permision1020.png,0
permision1021.png,0
permision1022.png,0
permision1024.png,0
permision1030.png,0
permision1035.png,0
permision1040.png,0
permision1041.png,0
permision1044.png,0
permision1046.png,0
permision1048.png,0
permision1049.png,0
permision1053.png,0
permision1056.png,0
permision1059.png,0
permision1061.png,0
permision1062.png,0
permision1065.png,0
permision1067.png,0
permision1069.png,0
permision1070.png,0
permision1071.png,0
permision1073.png,0
permision1077.png,0
permision1081.png,0
permision1082.png,0
permision1084.png,0
permision1091.png,0
permision1095.png,0
permision1096.png,0
permision1100.png,0
permision1106.png,0
permision1107.png,0
permision1115.png,0
permision1116.png,0
permision1117.png,0
permision1119.png,0
permision1121.png,0
permision1123.png,0
permision1130.png,0
permision1132.png,0
permision1136.png,0
permision1138.png,0
permision1143.png,0
permision1144.png,0
permision1152.png,0
permision1155.png,0
permision1166.png,0
permision1167.png,0
permision1169.png,0
permision1171.png,0
permision1172.png,0
permision1173.png,0
permision1180.png,0
permision1181.png,0
permision1182.png,0
permision1183.png,0
permision1184.png,0
permision1187.png,0
permision1188.png,0
permision1189.png,0
permision1190.png,0
permision1191.png,0
permision1195.png,0
permision1202.png,0
permision1203.png,0
permision1207.png,0
permision1214.png,0
permision1215.png,0
permision1216.png,0
permision1217.png,0
permision1221.png,0
permision1222.png,0
permision1225.png,0
permision1227.png,0
permision1237.png,0
permision1239.png,0
permision1243.png,0
permision1252.png,0
permision1254.png,0
permision1257.png,0
permision1263.png,0
permision1267.png,0
permision1269.png,0
permision1275.png,0
permision1277.png,0
permision1278.png,0
permision1280.png,0
permision1282.png,0
permision1285.png,0
permision1286.png,0
permision1290.png,0
permision1291.png,0
permision1292.png,0
permision1293.png,0
permision1294.png,0
permision1297.png,0
permision1298.png,0
permision1300.png,0
permision1302.png,0
permision1305.png,0
permision1310.png,0
permision1313.png,0
permision1314.png,0
permision1315.png,0
permision1319.png,0
permision1323.png,0
permision1325.png,0
permision1333.png,0
permision1337.png,0
permision1339.png,0
permision1340.png,0
permision1344.png,0
permision1346.png,0
permision1350.png,0
permision1352.png,0
permision1354.png,0
permision1357.png,0
permision1361.png,0
permision1366.png,0
permision1367.png,0
permision1368.png,0
permision1370.png,0
permision1371.png,0
permision1376.png,0
permision1379.png,0
permision1381.png,0
permision1387.png,0
permision1392.png,0
permision1394.png,0
permision1400.png,0
permision1402.png,0
permision1403.png,0
permision1405.png,0
permision1410.png,0
permision1411.png,0
permision1413.png,0
permision1418.png,0
permision1427.png,0
permision1428.png,0
permision1430.png,0
permision1431.png,0
permision1432.png,0
permision1435.png,0
permision1436.png,0
permision1441.png,0
permision1443.png,0
permision1448.png,0
permision1449.png,0
permision1450.png,0
permision1451.png,0
permision1453.png,0
permision1457.png,0
permision1461.png,0
permision1463.png,0
permision1464.png,0
permision1469.png,0
permision1471.png,0
permision1479.png,0
permision1482.png,0
permision1488.png,0
permision1489.png,0
permision1490.png,0
permision1492.png,0
permision1502.png,0
permision1503.png,0
permision1506.png,0
permision1508.png,0
permision1511.png,0
permision1513.png,0
permision1515.png,0
permision1524.png,0
permision1526.png,0
permision1531.png,0
permision1537.png,0
permision1538.png,0
permision1539.png,0
permision1540.png,0
permision1541.png,0
permision1544.png,0
permision1546.png,0
permision1550.png,0
permision1551.png,0
permision1553.png,0
permision1555.png,0
permision1556.png,0
permision1561.png,0
permision1562.png,0
permision1566.png,0
permision1567.png,0
permision1568.png,0
permision1572.png,0
permision1576.png,0
permision1584.png,0
permision1585.png,0
permision1586.png,0
permision1588.png,0
permision1591.png,0
permision1596.png,0
permision1599.png,0
permision1603.png,0
permision1606.png,0
permision1608.png,0
permision1613.png,0
permision1614.png,0
permision1615.png,0
permision1617.png,0
permision1622.png,0
permision1623.png,0
permision1626.png,0
permision1628.png,0
permision1632.png,0
permision1643.png,0
permision1644.png,0
permision1649.png,0
permision1651.png,0
permision1652.png,0
permision1653.png,0
permision1657.png,0
permision1661.png,0
permision1665.png,0
permision1666.png,0
permision1667.png,0
permision1668.png,0
permision1674.png,0
permision1675.png,0
permision1676.png,0
permision1680.png,0
permision1683.png,0
permision1686.png,0
permision1687.png,0
permision1692.png,0
permision1693.png,0
permision1694.png,0
permision1701.png,0
permision1703.png,0
permision1705.png,0
permision1706.png,0
permision1715.png,0
permision1716.png,0
permision1717.png,0
permision1718.png,0
permision1719.png,0
permision1722.png,0
permision1726.png,0
permision1727.png,0
permision1729.png,0
permision1732.png,0
permision1735.png,0
permision1736.png,0
permision1737.png,0
permision1739.png,0
permision1746.png,0
permision1747.png,0
permision1754.png,0
permision1755.png,0
permision1756.png,0
permision1758.png,0
permision1765.png,0
permision1768.png,0
permision1772.png,0
permision1774.png,0
permision1779.png,0
permision1783.png,0
permision1784.png,0
permision1787.png,0
permision1789.png,0
permision1795.png,0
permision1800.png,0
permision1801.png,0
permision1802.png,0
permision1804.png,0
permision1806.png,0
permision1807.png,0
permision1808.png,0
permision1809.png,0
permision1811.png,0
permision1823.png,0
permision1824.png,0
permision1826.png,0
permision1827.png,0
permision1830.png,0
permision1832.png,0
permision1839.png,0
permision1841.png,0
permision1843.png,0
permision1850.png,0
permision1851.png,0
permision1852.png,0
permision1855.png,0
permision1856.png,0
permision1857.png,0
permision1865.png,0
permision1866.png,0
permision1870.png,0
permision1871.png,0
permision1876.png,0
permision1878.png,0
permision1881.png,0
permision1882.png,0
permision1886.png,0
permision1888.png,0
permision1889.png,0
permision1892.png,0
permision1894.png,0
permision1897.png,0
permision1900.png,0
permision1902.png,0
permision1914.png,0
permision1916.png,0
permision1917.png,0
permision1921.png,0
permision1922.png,0
permision1925.png,0
permision1926.png,0
permision1928.png,0
permision1929.png,0
permision1940.png,0
permision1942.png,0
permision1943.png,0
permision1944.png,0
permision1945.png,0
permision1946.png,0
permision1947.png,0
permision1951.png,0
permision1956.png,0
permision1958.png,0
permision1959.png,0
permision1960.png,0
permision1962.png,0
permision1963.png,0
permision1970.png,0
permision1972.png,0
permision1973.png,0
permision1975.png,0
permision1976.png,0
permision1977.png,0
permision1979.png,0
permision1980.png,0
permision1981.png,0
permision1982.png,0
permision1983.png,0
permision1986.png,0
permision1990.png,0
permision1994.png,0
permision1995.png,0
permision2001.png,0
permision2002.png,0
permision2005.png,0
permision2008.png,0
permision2009.png,0
permision2011.png,0
permision2014.png,0
permision2019.png,0
permision2024.png,0
permision2029.png,0
permision2032.png,0
permision2036.png,0
permision2037.png,0
permision2040.png,0
permision2042.png,0
permision2043.png,0
permision2046.png,0
permision2049.png,0
permision2050.png,0
permision2055.png,0
permision2057.png,0
permision2059.png,0
permision2060.png,0
permision2064.png,0
permision2071.png,0
permision2075.png,0
permision2076.png,0
permision2077.png,0
permision2078.png,0
permision2079.png,0
permision2081.png,0
permision2082.png,0
permision2084.png,0
permision2087.png,0
permision2090.png,0
permision2091.png,0
permision2097.png,0
permision2098.png,0
permision2101.png,0
permision2107.png,0
permision2109.png,0
permision2113.png,0
permision2117.png,0
permision2118.png,0
permision2122.png,0
permision2123.png,0
permision2136.png,0
permision2138.png,0
permision2146.png,0
permision2147.png,0
permision2150.png,0
permision2151.png,0
permision2153.png,0
permision2155.png,0
permision2157.png,0
permision2160.png,0
permision2163.png,0
permision2164.png,0
permision2166.png,0
permision2170.png,0
permision2172.png,0
permision2176.png,0
permision2181.png,0
permision2182.png,0
permision2187.png,0
permision2192.png,0
permision2193.png,0
permision2195.png,0
permision2196.png,0
permision2197.png,0
permision2201.png,0
permision2203.png,0
permision2207.png,0
permision2208.png,0
permision2210.png,0
permision2212.png,0
permision2214.png,0
permision2217.png,0
permision2220.png,0
permision2223.png,0
permision2226.png,0
permision2230.png,0
permision2231.png,0
permision2232.png,0
permision2234.png,0
permision2240.png,0
permision2241.png,0
permision2244.png,0
permision2245.png,0
permision2256.png,0
permision2257.png,0
permision2258.png,0
permision2260.png,0
permision2261.png,0
permision2266.png,0
permision2267.png,0
permision2269.png,0
permision2270.png,0
permision2271.png,0
permision0.png,1
permision1.png,1
permision2.png,1
permision3.png,1
permision4.png,1
permision5.png,1
permision6.png,1
permision7.png,1
permision8.png,1
permision9.png,1
permision10.png,1
permision11.png,1
permision12.png,1
permision13.png,1
permision14.png,1
permision15.png,1
permision16.png,1
permision17.png,1
permision18.png,1
permision19.png,1
permision20.png,1
permision21.png,1
permision22.png,1
permision23.png,1
permision24.png,1
permision25.png,1
permision26.png,1
permision27.png,1
permision28.png,1
permision29.png,1
permision30.png,1
permision31.png,1
permision32.png,1
permision33.png,1
permision34.png,1
permision35.png,1
permision36.png,1
permision37.png,1
permision38.png,1
permision39.png,1
permision40.png,1
permision41.png,1
permision42.png,1
permision43.png,1
permision44.png,1
permision45.png,1
permision46.png,1
permision47.png,1
permision48.png,1
permision49.png,1
permision50.png,1
permision51.png,1
permision52.png,1
permision53.png,1
permision54.png,1
permision55.png,1
permision56.png,1
permision57.png,1
permision58.png,1
permision59.png,1
permision60.png,1
permision61.png,1
permision62.png,1
permision63.png,1
permision64.png,1
permision65.png,1
permision66.png,1
permision67.png,1
permision68.png,1
permision69.png,1
permision70.png,1
permision71.png,1
permision72.png,1
permision73.png,1
permision74.png,1
permision75.png,1
permision76.png,1
permision77.png,1
permision78.png,1
permision79.png,1
permision80.png,1
permision81.png,1
permision82.png,1
permision83.png,1
permision84.png,1
permision85.png,1
permision86.png,1
permision87.png,1
permision88.png,1
permision89.png,1
permision90.png,1
permision91.png,1
permision92.png,1
permision93.png,1
permision94.png,1
permision95.png,1
permision96.png,1
permision97.png,1
permision98.png,1
permision99.png,1
permision100.png,1
permision101.png,1
permision102.png,1
permision103.png,1
permision104.png,1
permision105.png,1
permision106.png,1
permision107.png,1
permision108.png,1
permision109.png,1
permision110.png,1
permision111.png,1
permision112.png,1
permision113.png,1
permision114.png,1
permision115.png,1
permision116.png,1
permision117.png,1
permision118.png,1
permision119.png,1
permision120.png,1
permision121.png,1
permision122.png,1
permision123.png,1
permision124.png,1
permision125.png,1
permision126.png,1
permision127.png,1
permision128.png,1
permision129.png,1
permision130.png,1
permision131.png,1
permision132.png,1
permision133.png,1
permision134.png,1
permision135.png,1
permision136.png,1
permision137.png,1
permision138.png,1
permision139.png,1
permision140.png,1
permision141.png,1
permision142.png,1
permision143.png,1
permision144.png,1
permision145.png,1
permision146.png,1
permision147.png,1
permision148.png,1
permision149.png,1
permision150.png,1
permision151.png,1
permision152.png,1
permision153.png,1
permision154.png,1
permision155.png,1
permision156.png,1
permision157.png,1
permision158.png,1
permision159.png,1
permision160.png,1
permision161.png,1
permision162.png,1
permision163.png,1
permision164.png,1
permision165.png,1
permision166.png,1
permision167.png,1
permision168.png,1
permision169.png,1
permision170.png,1
permision171.png,1
permision172.png,1
permision173.png,1
permision174.png,1
permision175.png,1
permision176.png,1
permision177.png,1
permision178.png,1
permision179.png,1
permision180.png,1
permision181.png,1
permision182.png,1
permision183.png,1
permision184.png,1
permision185.png,1
permision186.png,1
permision187.png,1
permision188.png,1
permision189.png,1
permision190.png,1
permision191.png,1
permision192.png,1
permision193.png,1
permision194.png,1
permision195.png,1
permision196.png,1
permision197.png,1
permision198.png,1
permision199.png,1
permision200.png,1
permision201.png,1
permision202.png,1
permision203.png,1
permision204.png,1
permision205.png,1
permision206.png,1
permision207.png,1
permision208.png,1
permision209.png,1
permision210.png,1
permision211.png,1
permision212.png,1
permision213.png,1
permision214.png,1
permision215.png,1
permision216.png,1
permision217.png,1
permision218.png,1
permision219.png,1
permision220.png,1
permision221.png,1
permision222.png,1
permision223.png,1
permision224.png,1
permision225.png,1
permision226.png,1
permision227.png,1
permision228.png,1
permision229.png,1
permision230.png,1
permision231.png,1
permision232.png,1
permision233.png,1
permision234.png,1
permision235.png,1
permision236.png,1
permision237.png,1
permision238.png,1
permision239.png,1
permision240.png,1
permision241.png,1
permision242.png,1
permision243.png,1
permision244.png,1
permision245.png,1
permision246.png,1
permision247.png,1
permision248.png,1
permision249.png,1
permision250.png,1
permision251.png,1
permision252.png,1
permision253.png,1
permision254.png,1
permision255.png,1
permision256.png,1
permision257.png,1
permision258.png,1
permision259.png,1
permision260.png,1
permision261.png,1
permision262.png,1
permision263.png,1
permision264.png,1
permision265.png,1
permision266.png,1
permision267.png,1
permision268.png,1
permision269.png,1
permision270.png,1
permision271.png,1
permision272.png,1
permision273.png,1
permision274.png,1
permision275.png,1
permision276.png,1
permision277.png,1
permision278.png,1
permision279.png,1
permision280.png,1
permision281.png,1
permision282.png,1
permision283.png,1
permision284.png,1
permision285.png,1
permision286.png,1
permision287.png,1
permision288.png,1
permision289.png,1
permision290.png,1
permision291.png,1
permision292.png,1
permision293.png,1
permision294.png,1
permision295.png,1
permision296.png,1
permision297.png,1
permision298.png,1
permision299.png,1
