Class,apk,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
1,00325582d7caaf0f36ad333869df444a1aa39326e60745fb3a4137ad268b2788.39f4bbaadd38c8dace20ac88a54eaaa1,0.17420832899332173,1.4981982350749035,-0.2438692874071524,0.1885114500901424,0.4220735798448414,0.5044385337560249,-0.6214282244270463,-0.13875191996848324,0.35851703861752243,-0.383813674751712,0.5072585714157523,-0.5075917587161657,-0.3090597728068565,0.2256184707593407,-0.25712895050961027,-0.2514650091532094,-0.3206661647748859,-0.36203946090532024,-0.28477756102872304,-0.17938495198864812,-0.1886316216994404,0.11294243700872306,0.08901704083435415,-0.1697051885298462,0.14050199807170458,-0.15589989144689012,-0.16405113349828143,0.1318010748227424,-0.1935883659838867,0.03585141124510199,0.15524498513690332,-0.06907697643819538,0.03618910552687751,-0.027507215250665646,0.11892898437247544,-0.30254593911179484,-0.15966552605668832,0.09570783451056918,0.21254639055679883,0.12112337921113507,-0.2507616798294649,-0.36220713333526305,0.2748961040637405,-0.11083384404123106,-0.1047548724790418,0.1754545539848033,-0.11876596196572113,-0.03498317015108186,0.16471927508928005,-0.08710007660297173,-0.08502039858200168,0.07437368086574121,0.04375386945868457,-0.02180744381986059,0.032292142338349476,-0.021891835340537645,0.057839378225854034,0.06232623517891235,-0.07768682061522612,-0.010821834943702792,0.03550752302842947,-0.022711009383855035,0.08198699906604805,-0.00517336017129992,0.0525185948448532,-0.012868552396146336,0.025401480005067756,0.011218060103574342,-0.010631031877323956,0.02259146566207614,0.015115400866368802,-0.010152480606890606,0.007815552361862084
1,00567501fe3517b1bf6b363dd6c4d0972a77c591b0d7c24512db187773f21262.5671499f70946c7e9d22d20e0df899e1,0.42421686141015236,1.051660367098215,-1.0509749530394448,1.0454297063435358,0.7702142494592111,0.34762195724495915,-0.4627091817110346,0.5824209006460472,0.20159343859874732,-0.19699833084433002,0.07011141855533458,-0.3226538356135387,0.04724152548041878,-0.4248291906865329,0.31174826700364133,-0.7313338968699814,-0.5258534577884414,0.29840873130922047,0.5540981989588885,0.3656104690195617,0.3273174430743951,-0.1565743074265428,0.34942714431034166,0.21006081697901208,-0.29646325147983565,-0.2816025311230148,0.004202586903602055,0.05224572863377486,-0.09191730413310885,-0.3282600839249328,-0.020672536751635967,-0.027963727339008,0.3731394679433148,0.19651422673228724,0.05253230400329839,-0.27298965806548436,-0.48427932741386454,-0.003724663330432374,0.280927928841365,0.2734436216426465,-0.2514939038593677,-0.2088664805063267,0.2112438956681467,0.23135625904698076,-0.12757364947590508,0.21799448640094793,-0.12307102654133638,-0.24171156228401605,-0.012979335916769549,-0.1670687347133971,-0.08141829147567642,-0.1618066882287788,-0.14567875276039532,-0.38073566737504677,-0.03870876637944054,0.025905924129218914,-0.26495619895457734,-0.30740615731617127,-0.12820932032116775,-0.13453327535914358,-0.2213195255625296,0.28995387352875945,-0.1987788637191234,0.03782294237222108,-0.11119037246396292,-0.3021602876049053,-0.22401731310964906,-0.037209530249282495,-0.16316381028510907,-0.06515225652009791,-0.06563812732451876,0.0952008802263612,-0.1000161518625937
1,00621e015191863041e78726b863b7e1374b17fda690367878d1272b0e44b232.2573c404acf459c1e11f5124c1a75073,0.7285422440733357,0.4404269364495366,-0.8293516621727349,0.11978153013888053,-0.4466595522408949,-0.4190568124296253,-0.8480286748764809,0.31225757040838864,-0.5713284577317549,-0.24162068171542886,0.011227324735716427,0.3824599490468278,0.1657983444078235,-0.5872774183837849,0.040963477610705123,-0.512364313743006,0.009106732422798847,0.47489993642675704,-0.1881474071752022,0.22557487307729004,0.3083405158167457,0.5079011743616514,-0.16707724917826466,-0.028022300855849946,-0.3094496184467164,0.38835716455586405,-0.08675221354278263,-0.12212996859049947,0.3493737426811951,0.12378719636082298,0.06991933837724797,-0.02536642597816217,0.24614569005443512,0.17761076457106179,-0.3490622176010662,0.1299998821054047,-0.5418628880361825,0.07058241371298929,-0.20609365923551448,0.3352903374963334,-0.43434002501095675,0.16464882418253876,-0.7018074013270801,-0.1266631148624353,0.0192129871903359,0.022912239640473855,-0.20818132651434176,-0.1836984675405547,0.10511252089102545,-0.13374671193403498,-0.05525602502846868,-0.3664754755139186,-0.07729570562169741,-0.08386639120532532,-0.1515604882243773,0.19223894802828864,-0.26994759616475333,-0.10830962276044767,-0.06079959511388604,0.17393704493539328,-0.13971544449228807,-0.0002096263530879633,-0.09440301659814455,0.03352996669938669,-0.044036996972675775,-0.016222737266477934,-0.16165228213507768,0.11884877745745308,-0.12425191024675147,-0.12544299609248014,-0.00805609486079819,0.037067010851646195,-0.03690098636789029
1,0149b02468a8e582d76a7ad5094c15a4a07f4f08361ba5b539702d77babfbbc1.db78e1e2c3f467c9a9a519c358c9cb32,0.5087286212802299,1.4936361560997382,-0.5794490048543657,0.5238083347742426,0.7950529018921014,0.7219335209983351,-0.40095551474477925,0.3802843934012715,0.09513567848335937,0.010903762814040536,0.4702050553067503,-0.4058514856747162,0.3859601720664379,-0.2657736076793657,-0.1650447363066486,0.22894815011834105,-0.2592353579548561,0.27525357738165196,0.23547169599579487,-0.09209790304293017,0.05946474998067483,0.051497271602170484,0.12329862890963442,0.20080859796082917,-0.014920960155594189,-0.4542640632655714,-0.023226426951601514,-0.013721461245205745,0.107141057150356,-0.10507997916293492,0.3716997845652648,-0.3336456753616047,-0.18845260342295148,-0.2253108259462939,0.26511758197361407,-0.21734463608363994,0.06189397278848852,-0.1435601678383134,-0.12910212980799246,0.0894676059088026,-0.3007416962470022,-0.3434899090946232,0.32999393126376103,0.05662838348209838,-0.24994321812729645,0.12107075347802039,-0.3933227235237786,-0.16251194205152286,0.056412103577310316,0.026570515216439505,-0.014357615482195817,-0.1265873348489221,0.0010944868068706302,0.11157854730320038,0.04906618970332499,0.025166343351237384,0.023532783150271363,0.057979784145792315,-0.013191260241342387,-0.010021462812819728,-0.03592964378043011,-0.10376815782362994,-0.009989914114040661,-0.012534664801187664,0.08535238101258368,-0.03458845186674996,0.05116887484411755,0.06405189945293854,0.030338991282032234,0.12203649769494822,-0.033364600808436694,-0.0018802130186825565,-0.06507930239721466
1,018096f1e732c91fb315a84ab5d851430c5d2c124a7f8dbb1792cf9606335e41.7eb9b4a2a171b616d6c11050ced9f978,-0.703181727236124,0.9761474239764211,-0.6050873433009603,0.6414498065288763,-0.058846497858539036,-0.10898139087187142,-0.45521768462814916,0.028318833586960555,0.07771788113948869,0.09399445878700897,0.09081937512738382,-0.12710682000913492,-0.14159309976175954,-0.8206469954127751,-0.3608009310251662,0.38387040822152135,-0.250808396594893,0.07257354375326713,-0.06641767341523477,0.040839081296326254,0.22988054526961726,-0.20042095593067308,-0.08057704030094456,0.15881476401423178,0.04190509388538906,-0.3360387072524362,-0.008271158494617964,0.03763065649399598,-0.3910839501813546,-0.2823805436164283,0.14391134698624825,0.08142966918748004,0.23443811988695792,-0.0370028476669649,0.12147525943858738,-0.18445125266015563,0.13183248429354633,-0.12413471721897928,-0.10985802311068806,0.023784808774817114,0.050679464055208054,-0.010327102570971608,0.11878810949827749,0.08028994227350673,0.05110703668585836,0.07412166447052596,0.06738697111105302,0.02961053963870934,-0.035402606835723716,0.06194598148204916,0.0774810073934575,-0.008821498512605523,-0.062360627453865,0.058949925414136954,-0.006345886629805997,0.06131136550689811,-0.04327041006146634,-0.034976621344851494,-0.030424494949557433,0.02365605053796193,0.00225790440753819,0.011345348387824706,-0.002965248797474056,0.022075195919603476,-0.011071118679258541,-0.0548414325246732,-0.02743884531877893,-0.03589718548900607,0.034520388147749895,0.02214075648820903,-0.006092016624324208,0.015464586899543433,0.005557638881817123
1,0205136af07d6b952b908dfbcfe6cf9da68eb4931d4ca34ede9a2f22c3024f19.4556f46edcefe6027df5395dc00dafa2,-0.6639687600734197,0.6228880168146023,-0.8150472333575167,-0.39782234197843336,-0.1298309465966174,0.2713352215267894,-0.47714482289167015,0.5005257452929525,-0.10834252225533937,0.09384821828474892,-0.010105329831236786,0.1419032064003411,-0.451866891106195,0.04686209322329945,-0.2585812764106062,0.09444545922249188,-0.022610193356145277,0.06628987170024625,0.16578903483560123,0.3301012164214712,-0.08955983022802165,-0.08254842984259347,-0.020705381126462433,0.11471070990116669,-0.022611446061639333,0.3334490709934408,0.10751291696666328,0.24591418421719277,-0.04213431738334882,0.2597728514837955,0.09650206436768863,-0.0435411417349406,-0.029481292695601756,0.41871994843361016,-0.00028160440344780893,-0.03915767454601178,0.29800127933774184,0.049283680072412524,0.1641501534971671,0.005824823446612882,0.3093274868519274,-0.21677750741131718,-0.22710441822619234,-0.22239566328254717,0.0013601508625112886,0.004041165113474885,-0.043463360063992824,0.12521458099988458,0.1361653346519899,0.1689712755261559,-0.09053038713334365,-0.051361740927002915,-0.16933036656482078,-0.02917739303361414,-0.048096902369014115,-0.11464401272188159,0.12221868469394892,-0.028097170692693137,-0.04996349090584685,-0.09087286373274041,-0.0062373353538251975,-0.004677863066525915,-0.020137923608941215,0.031862347155399574,-0.03751862899329666,-0.058048931672340695,0.032033082968593904,0.05767834479953294,-0.06185897640765138,0.017327058681583758,0.05226206430915204,0.07296055151671083,-0.025056057541679763
1,024e335915472925e5747006677ec01a7874e9775a76d7bf734480093cd1e8ec.02d97e8806fe2971e6f45b10aaeef457,0.5261174692478571,1.3819573208357343,-0.44046081353698585,-0.06707947028859232,0.6738464353644386,0.9114175758551354,-0.19142137697528197,0.07406603828364165,0.02354363476914922,-0.0388677080093605,0.5736866231614639,-0.05705920721142845,-0.0943338615799313,0.21345694642587923,0.18288100553512324,-0.1615220898757775,-0.33687380625854274,-0.2548742825208084,-0.06859059616203446,-0.22082660595313605,-0.2558323167848517,0.12267846011506432,0.2013903181754552,0.04519338133709487,0.06543079219363124,-0.22791097909916522,-0.06327379330724904,-0.1072022895305865,0.46557593670402353,0.010389539951579072,0.2169484473970391,-0.21320089065202752,-0.35877616691507075,-0.12444934288522866,0.08799285519978119,-0.37185816139018024,-0.0847507162303897,-0.06374618409913092,-0.16124660234431978,0.2886665222419619,-0.4923771142264712,-0.05418480970147996,-0.14519533970976453,-0.28661854904179135,-0.2632336606293422,0.08640311930623737,-0.37271809472112133,-0.1035273134018573,0.22985375754289714,-0.01847344275763003,-0.07854269750133948,-0.036913833776195164,0.05712222537820253,-0.008748274286590621,0.008953082749918444,-0.04184698253005419,0.10046166937777676,0.11795265375824868,-0.005725864338313898,0.012690814532311129,0.07615895131289818,-0.07571630121882164,-0.019067674424131334,0.042165834320785654,0.09144573157732205,0.06862012561070344,0.07302345199755203,0.09995488386667714,-0.03272005019752075,0.1121101468716062,-0.022504971014759394,0.014544070979253488,-0.050298813966694986
1,0257ebb853503222dc8830b24072e683fabdd8cc2f262798f08694b283b2e01d.27cd8bb6ac8f40ef25adbd703aade9ed,-0.1322473665477164,0.7212314982973009,-1.0203072042887122,-0.17226065293108642,0.29216779745309385,0.17738622499442494,0.1368671790833642,0.4622999679924407,-0.49858007727873654,-0.2592754015849439,-0.02515727523368,0.45638831509220823,-0.21408403564754874,0.010516127047296434,0.10615501994467189,0.17721472483751907,0.30924582961913066,0.27384685940109454,0.5756805036373379,-0.01768078581568432,-0.16422388514261316,-0.4217821618284098,0.04242504848874164,0.19255251514705676,0.09122419735252714,0.5393212292838782,0.1853339258245383,0.06541502215867598,0.14433666815927415,0.20461718643908244,0.1577113699328281,-0.0069951821425041525,-0.07202376332431726,0.6074371284312003,0.002002960983362541,-0.10301426646640861,0.12821955810486962,-0.06311342813156938,0.2871364793673982,-0.06786724753981013,0.5100867506319865,0.00820704268729571,-0.18554600334607654,-0.21938688288675948,-0.09066149887928286,0.10524774639013235,0.16244995286231317,0.168335502604116,0.17402613471089207,-0.051482314642101665,-0.06715713302426793,-0.03479578323620428,-0.2605997245841947,-0.4011694887661955,-0.01558377129034579,-0.19561333507142137,0.04672192656929,-0.10912752932960854,-0.11263926476086947,-0.24140639742297113,-0.04111221071130893,0.23555446024278176,-0.18060202403400888,0.026190713697307147,-0.1718881344498104,-0.13915497367039845,-0.0368822394296286,0.010705032952965134,-0.19644349761145427,0.05995970354037553,0.00745701964591521,0.14986690465394803,-0.08695290876428426
1,0287892acfbf12493d866d0817591c17a9eab5322563c703ea65d4fad0287c64.5a50e5a84f907fc202c24ad7cff24f58,-0.1278746216350786,0.8276802994761422,-0.46994641498734824,-0.21621692032648782,0.5337181624733437,0.8936070136281441,-0.09133235650452358,0.758341262470591,-0.40934012177532864,0.06626713439412674,0.035061571126356314,-0.31795700077062244,-0.09782407427486563,0.273329455341641,-0.20323019449995125,-0.1353681917698002,0.16832993360080728,-0.3503444193587052,0.42478912112924977,-0.2818724877515105,-0.16754500923157223,-0.0663884880517203,0.03842223763377031,0.09409076357829603,-0.08634436572300791,0.13807734313875086,-0.10119206330995852,0.029167544842697343,0.21297304566257738,0.13980876770913414,0.05005274669982929,0.061895266562791776,-0.07932177886278215,-0.18587848771112792,0.09902919498360445,-0.08037737730796636,0.023653474494785682,-0.016347824541599117,0.06377880032746228,-0.043073499710676484,0.0031482192399191196,-0.042324102611041976,0.03061776738141545,0.04378499073808218,-0.13980239224821087,-0.07573384147862768,-0.13084650054199526,-0.005790938472673835,-0.039319897721690276,0.0217042357535711,0.01839277025398444,0.09933750154506113,-0.04705041313741216,0.046070911106032494,0.08219816461896479,0.02223411669602112,-0.032057930775209305,0.04137746061336601,-0.0924856934577304,-0.0619805581598076,-0.024810539542808065,-0.01603802717761145,-0.01841269547294824,-0.002807171402017668,0.017974263602382825,0.037410022264863896,-0.010290971879941591,0.060896359061849,-0.004004567514411643,0.006437576674185051,-0.05360286204988884,-0.03065890041150651,0.004708604953985934
1,0383375cbfa4767223b130c214d8c3ae10d0918fba8a3771ca43c1f69ee0c053.7078042eab3a6342a934245e49a9d99b,0.22031971298358322,0.9488659644477435,-0.19981758083637732,-0.3691247623520483,-0.19127772110342553,1.0175585866113837,-0.3986731578825441,0.5295620834070698,-0.28409671621885163,0.3309624809944599,-0.0024663283799326403,-0.2238400280548624,0.36218926222453873,0.6221024953443987,-0.006395712374497539,0.33473781071517217,0.3620271298032727,-0.3401610960764788,-0.2340542865507847,0.672235917988237,0.05015584600496201,0.21125015941599165,-0.20663259318239122,0.13655974377163652,0.16252653803791398,-0.02524549673138092,0.07373842692841032,-0.022764155794605806,0.12006925077586018,-0.0210165031223679,-0.14140804568863397,-0.22212327867655007,0.022400161230386417,-0.3250450083488511,0.08055898476062485,0.3063946839480693,0.16580643443842846,-0.22047470712548226,0.07196463070580245,-0.12829359786998232,-0.27376962743160743,-0.03396189257233533,0.0030656200112209467,-0.23103661495520875,-0.1629999459451007,0.06901376159902486,-0.14581618191628687,-0.04152250813851101,-0.04041336728283968,-0.08572055940147354,-0.002558350160902158,0.009490536940926182,-0.10932276543589058,0.07456704430221271,0.11450041720472513,0.051867700178068986,0.034307687380529986,0.020385227615959622,0.022056404414437233,-0.013914755111311754,-0.033321410255868704,-0.03145733336246041,-0.12257728491501542,-0.039897244786821585,-0.03159923591063322,0.10842903752647792,-0.042818111226862396,0.019068471600743632,-0.06978452314928486,0.007966628626572773,-0.11567804502611484,0.006602221137559202,-0.052934136203053164
